from_date,title,count
1988-12-14,Technique Leader,6
1988-12-14,Senior Staff,79
1988-12-14,Staff,66
1988-12-15,Engineer,119
1988-12-15,Staff,87
1988-12-15,Technique Leader,9
1988-12-15,Senior Engineer,111
1988-12-15,Senior Staff,95
1988-12-15,Assistant Engineer,19
1988-12-16,Staff,66
1988-12-16,Technique Leader,11
1988-12-16,Senior Staff,80
1988-12-16,Engineer,96
1988-12-16,Assistant Engineer,20
1988-12-16,Senior Engineer,93
1988-12-17,Technique Leader,13
1988-12-17,Assistant Engineer,10
1988-12-17,Engineer,88
1988-12-17,Senior Staff,90
1988-12-17,Staff,88
1988-12-17,Senior Engineer,82
1988-12-18,Technique Leader,8
1988-12-18,Assistant Engineer,26
1988-12-18,Senior Engineer,126
1988-12-18,Engineer,131
1988-12-18,Senior Staff,111
1988-12-18,Staff,111
1988-12-19,Engineer,120
1988-12-19,Assistant Engineer,15
1988-12-19,Senior Engineer,125
1988-12-19,Senior Staff,81
1988-12-19,Staff,76
1988-12-19,Technique Leader,6
1988-12-20,Senior Engineer,84
1988-12-20,Engineer,87
1988-12-20,Senior Staff,105
1988-12-20,Technique Leader,4
1988-12-20,Staff,92
1988-12-20,Assistant Engineer,10
1988-12-21,Technique Leader,4
1988-12-21,Senior Staff,68
1988-12-21,Assistant Engineer,18
1988-12-21,Senior Engineer,99
1988-12-21,Engineer,100
1988-12-21,Staff,57
1988-12-22,Technique Leader,2
1988-12-22,Staff,61
1988-12-22,Senior Engineer,119
1988-12-22,Engineer,112
1988-12-22,Assistant Engineer,10
1988-12-22,Senior Staff,67
1988-12-23,Technique Leader,4
1988-12-23,Senior Engineer,115
1988-12-23,Engineer,107
1988-12-23,Assistant Engineer,8
1988-12-23,Staff,71
1988-12-23,Senior Staff,84
1988-12-24,Senior Engineer,89
1988-12-24,Technique Leader,2
1988-12-24,Engineer,86
1988-12-24,Assistant Engineer,11
1988-12-24,Senior Staff,76
1988-12-24,Staff,66
1988-12-25,Technique Leader,12
1988-12-25,Staff,65
1988-12-25,Senior Engineer,85
1988-12-25,Assistant Engineer,15
1988-12-25,Senior Staff,68
1988-12-25,Engineer,92
1988-12-26,Technique Leader,13
1988-12-26,Senior Engineer,101
1988-12-26,Senior Staff,104
1988-12-26,Engineer,98
1988-12-26,Assistant Engineer,14
1988-12-26,Staff,100
1988-12-27,Staff,81
1988-12-27,Assistant Engineer,11
1988-12-27,Senior Staff,86
1988-12-27,Technique Leader,2
1988-12-27,Senior Engineer,92
1988-12-27,Engineer,98
1988-12-28,Engineer,89
1988-12-28,Technique Leader,3
1988-12-28,Staff,102
1988-12-28,Senior Engineer,100
1988-12-28,Senior Staff,98
1988-12-28,Assistant Engineer,6
1988-12-29,Technique Leader,2
1988-12-29,Assistant Engineer,12
1988-12-29,Staff,74
1988-12-29,Engineer,63
1988-12-29,Senior Engineer,64
1988-12-29,Senior Staff,79
1988-12-30,Engineer,86
1988-12-30,Senior Engineer,80
1988-12-30,Assistant Engineer,30
1988-12-30,Senior Staff,113
1988-12-30,Staff,104
1988-12-30,Technique Leader,8
1988-12-31,Assistant Engineer,15
1988-12-31,Senior Staff,77
1988-12-31,Technique Leader,3
1988-12-31,Engineer,72
1988-12-31,Senior Engineer,66
1988-12-31,Staff,69
1989-01-01,Staff,49
1989-01-01,Assistant Engineer,14
1989-01-01,Engineer,97
1989-01-01,Technique Leader,2
1989-01-01,Senior Staff,59
1989-01-01,Senior Engineer,95
1989-01-02,Assistant Engineer,20
1989-01-02,Engineer,101
1989-01-02,Senior Engineer,100
1989-01-02,Technique Leader,11
1989-01-02,Staff,82
1989-01-02,Senior Staff,84
1989-01-03,Technique Leader,4
1989-01-03,Engineer,71
1989-01-03,Senior Staff,69
1989-01-03,Assistant Engineer,7
1989-01-03,Staff,62
1989-01-03,Senior Engineer,83
1989-01-04,Staff,65
1989-01-04,Senior Engineer,113
1989-01-04,Engineer,115
1989-01-04,Assistant Engineer,9
1989-01-04,Senior Staff,69
1989-01-04,Technique Leader,10
1989-01-05,Senior Engineer,100
1989-01-05,Senior Staff,94
1989-01-05,Staff,86
1989-01-05,Technique Leader,4
1989-01-05,Assistant Engineer,16
1989-01-05,Engineer,92
1989-01-06,Senior Staff,86
1989-01-06,Senior Engineer,89
1989-01-06,Technique Leader,8
1989-01-06,Engineer,90
1989-01-06,Staff,86
1989-01-06,Assistant Engineer,13
1989-01-07,Manager,6
1989-01-07,Assistant Engineer,2
1989-01-07,Senior Engineer,77
1989-01-07,Technique Leader,20
1989-01-07,Senior Staff,76
1989-01-07,Engineer,75
1989-01-07,Staff,70
1989-01-08,Staff,89
1989-01-08,Assistant Engineer,2
1989-01-08,Technique Leader,6
1989-01-08,Senior Staff,93
1989-01-08,Senior Engineer,63
1989-01-08,Engineer,59
1989-01-09,Senior Engineer,93
1989-01-09,Senior Staff,65
1989-01-09,Engineer,86
1989-01-09,Staff,60
1989-01-09,Technique Leader,17
1989-01-09,Assistant Engineer,20
1989-01-10,Senior Staff,128
1989-01-10,Senior Engineer,100
1989-01-10,Staff,124
1989-01-10,Technique Leader,6
1989-01-10,Engineer,91
1989-01-10,Assistant Engineer,7
1989-01-11,Technique Leader,2
1989-01-11,Assistant Engineer,24
1989-01-11,Senior Staff,95
1989-01-11,Engineer,94
1989-01-11,Staff,85
1989-01-11,Senior Engineer,96
1989-01-12,Assistant Engineer,8
1989-01-12,Senior Engineer,109
1989-01-12,Engineer,96
1989-01-12,Technique Leader,14
1989-01-12,Staff,96
1989-01-12,Senior Staff,105
1989-01-13,Senior Staff,99
1989-01-13,Senior Engineer,94
1989-01-13,Staff,93
1989-01-13,Engineer,83
1989-01-13,Technique Leader,6
1989-01-14,Senior Engineer,76
1989-01-14,Assistant Engineer,19
1989-01-14,Staff,77
1989-01-14,Engineer,83
1989-01-14,Senior Staff,88
1989-01-14,Technique Leader,12
1989-01-15,Senior Engineer,70
1989-01-15,Staff,71
1989-01-15,Assistant Engineer,8
1989-01-15,Technique Leader,2
1989-01-15,Engineer,66
1989-01-15,Senior Staff,73
1989-01-16,Senior Engineer,82
1989-01-16,Staff,75
1989-01-16,Engineer,70
1989-01-16,Senior Staff,82
1989-01-16,Technique Leader,8
1989-01-17,Engineer,30
1989-01-17,Senior Engineer,36
1989-01-17,Staff,77
1989-01-17,Technique Leader,4
1989-01-17,Senior Staff,90
1989-01-18,Staff,91
1989-01-18,Assistant Engineer,10
1989-01-18,Engineer,84
1989-01-18,Technique Leader,2
1989-01-18,Senior Engineer,84
1989-01-18,Senior Staff,95
1989-01-19,Assistant Engineer,12
1989-01-19,Senior Staff,88
1989-01-19,Technique Leader,8
1989-01-19,Senior Engineer,131
1989-01-19,Engineer,117
1989-01-19,Staff,80
1989-01-20,Assistant Engineer,14
1989-01-20,Senior Staff,92
1989-01-20,Technique Leader,2
1989-01-20,Senior Engineer,54
1989-01-20,Staff,85
1989-01-20,Engineer,52
1989-01-21,Engineer,91
1989-01-21,Senior Staff,81
1989-01-21,Staff,69
1989-01-21,Senior Engineer,79
1989-01-21,Assistant Engineer,16
1989-01-22,Senior Engineer,95
1989-01-22,Technique Leader,4
1989-01-22,Staff,60
1989-01-22,Engineer,90
1989-01-22,Senior Staff,61
1989-01-23,Senior Engineer,98
1989-01-23,Engineer,102
1989-01-23,Staff,73
1989-01-23,Assistant Engineer,26
1989-01-23,Senior Staff,82
1989-01-24,Engineer,101
1989-01-24,Staff,78
1989-01-24,Senior Staff,76
1989-01-24,Senior Engineer,105
1989-01-24,Technique Leader,4
1989-01-25,Engineer,79
1989-01-25,Assistant Engineer,18
1989-01-25,Technique Leader,3
1989-01-25,Senior Engineer,75
1989-01-25,Senior Staff,63
1989-01-25,Staff,69
1989-01-26,Staff,90
1989-01-26,Senior Engineer,75
1989-01-26,Senior Staff,88
1989-01-26,Engineer,71
1989-01-27,Senior Staff,62
1989-01-27,Assistant Engineer,12
1989-01-27,Technique Leader,6
1989-01-27,Senior Engineer,108
1989-01-27,Engineer,105
1989-01-27,Staff,60
1989-01-28,Assistant Engineer,6
1989-01-28,Engineer,103
1989-01-28,Senior Engineer,116
1989-01-28,Staff,87
1989-01-28,Senior Staff,96
1989-01-28,Technique Leader,7
1989-01-29,Assistant Engineer,19
1989-01-29,Staff,93
1989-01-29,Technique Leader,8
1989-01-29,Senior Engineer,99
1989-01-29,Engineer,93
1989-01-29,Senior Staff,104
1989-01-30,Senior Engineer,81
1989-01-30,Staff,64
1989-01-30,Engineer,89
1989-01-30,Senior Staff,67
1989-01-30,Assistant Engineer,16
1989-01-30,Technique Leader,9
1989-01-31,Senior Engineer,77
1989-01-31,Assistant Engineer,20
1989-01-31,Staff,79
1989-01-31,Senior Staff,87
1989-01-31,Technique Leader,2
1989-01-31,Engineer,79
1989-02-01,Senior Engineer,117
1989-02-01,Staff,76
1989-02-01,Engineer,117
1989-02-01,Senior Staff,78
1989-02-01,Technique Leader,6
1989-02-01,Assistant Engineer,20
1989-02-02,Senior Engineer,98
1989-02-02,Staff,103
1989-02-02,Technique Leader,7
1989-02-02,Engineer,99
1989-02-02,Senior Staff,99
1989-02-02,Assistant Engineer,15
1989-02-03,Staff,86
1989-02-03,Senior Engineer,100
1989-02-03,Assistant Engineer,6
1989-02-03,Engineer,84
1989-02-03,Technique Leader,4
1989-02-03,Senior Staff,88
1989-02-04,Senior Engineer,87
1989-02-04,Senior Staff,86
1989-02-04,Assistant Engineer,22
1989-02-04,Technique Leader,2
1989-02-04,Staff,84
1989-02-04,Engineer,103
1989-02-05,Technique Leader,4
1989-02-05,Staff,74
1989-02-05,Senior Engineer,81
1989-02-05,Senior Staff,80
1989-02-05,Assistant Engineer,6
1989-02-05,Engineer,77
1989-02-06,Engineer,48
1989-02-06,Technique Leader,4
1989-02-06,Staff,88
1989-02-06,Senior Staff,100
1989-02-06,Senior Engineer,50
1989-02-06,Assistant Engineer,4
1989-02-07,Staff,69
1989-02-07,Assistant Engineer,2
1989-02-07,Engineer,93
1989-02-07,Senior Staff,77
1989-02-07,Senior Engineer,105
1989-02-07,Technique Leader,4
1989-02-08,Senior Engineer,99
1989-02-08,Senior Staff,71
1989-02-08,Assistant Engineer,10
1989-02-08,Staff,67
1989-02-08,Engineer,93
1989-02-09,Technique Leader,2
1989-02-09,Senior Staff,115
1989-02-09,Senior Engineer,84
1989-02-09,Engineer,72
1989-02-09,Assistant Engineer,8
1989-02-09,Staff,111
1989-02-10,Senior Staff,95
1989-02-10,Assistant Engineer,4
1989-02-10,Engineer,76
1989-02-10,Technique Leader,9
1989-02-10,Staff,85
1989-02-10,Senior Engineer,79
1989-02-11,Senior Engineer,102
1989-02-11,Staff,66
1989-02-11,Technique Leader,6
1989-02-11,Engineer,76
1989-02-11,Senior Staff,78
1989-02-12,Staff,51
1989-02-12,Senior Staff,55
1989-02-12,Engineer,69
1989-02-12,Senior Engineer,75
1989-02-12,Technique Leader,4
1989-02-12,Assistant Engineer,6
1989-02-13,Technique Leader,6
1989-02-13,Senior Engineer,81
1989-02-13,Assistant Engineer,4
1989-02-13,Engineer,85
1989-02-13,Staff,102
1989-02-13,Senior Staff,106
1989-02-14,Senior Staff,98
1989-02-14,Assistant Engineer,12
1989-02-14,Senior Engineer,59
1989-02-14,Technique Leader,2
1989-02-14,Staff,90
1989-02-14,Engineer,52
1989-02-15,Assistant Engineer,8
1989-02-15,Engineer,82
1989-02-15,Technique Leader,5
1989-02-15,Senior Engineer,82
1989-02-15,Senior Staff,86
1989-02-15,Staff,78
1989-02-16,Engineer,88
1989-02-16,Senior Staff,70
1989-02-16,Senior Engineer,88
1989-02-16,Assistant Engineer,10
1989-02-16,Technique Leader,10
1989-02-16,Staff,60
1989-02-17,Technique Leader,2
1989-02-17,Engineer,65
1989-02-17,Senior Staff,78
1989-02-17,Assistant Engineer,16
1989-02-17,Senior Engineer,57
1989-02-17,Staff,73
1989-02-18,Senior Staff,118
1989-02-18,Technique Leader,4
1989-02-18,Assistant Engineer,4
1989-02-18,Engineer,73
1989-02-18,Senior Engineer,67
1989-02-18,Staff,116
1989-02-19,Staff,68
1989-02-19,Engineer,77
1989-02-19,Senior Engineer,83
1989-02-19,Technique Leader,4
1989-02-19,Senior Staff,86
1989-02-20,Technique Leader,2
1989-02-20,Senior Staff,105
1989-02-20,Engineer,107
1989-02-20,Assistant Engineer,14
1989-02-20,Staff,99
1989-02-20,Senior Engineer,99
1989-02-21,Technique Leader,2
1989-02-21,Senior Staff,78
1989-02-21,Assistant Engineer,4
1989-02-21,Senior Engineer,46
1989-02-21,Engineer,56
1989-02-21,Staff,68
1989-02-22,Assistant Engineer,10
1989-02-22,Technique Leader,2
1989-02-22,Staff,74
1989-02-22,Senior Engineer,96
1989-02-22,Senior Staff,72
1989-02-22,Engineer,87
1989-02-23,Technique Leader,8
1989-02-23,Senior Engineer,97
1989-02-23,Assistant Engineer,13
1989-02-23,Senior Staff,82
1989-02-23,Staff,75
1989-02-23,Engineer,80
1989-02-24,Staff,63
1989-02-24,Senior Staff,74
1989-02-24,Engineer,99
1989-02-24,Senior Engineer,106
1989-02-24,Technique Leader,4
1989-02-24,Assistant Engineer,10
1989-02-25,Staff,98
1989-02-25,Senior Staff,110
1989-02-25,Engineer,95
1989-02-25,Senior Engineer,105
1989-02-25,Assistant Engineer,10
1989-02-26,Assistant Engineer,10
1989-02-26,Staff,83
1989-02-26,Technique Leader,2
1989-02-26,Engineer,64
1989-02-26,Senior Staff,90
1989-02-26,Senior Engineer,71
1989-02-27,Senior Staff,113
1989-02-27,Engineer,90
1989-02-27,Staff,95
1989-02-27,Technique Leader,8
1989-02-27,Senior Engineer,92
1989-02-27,Assistant Engineer,12
1989-02-28,Senior Staff,68
1989-02-28,Engineer,71
1989-02-28,Staff,54
1989-02-28,Assistant Engineer,19
1989-02-28,Senior Engineer,66
1989-02-28,Technique Leader,6
1989-03-01,Technique Leader,5
1989-03-01,Senior Staff,83
1989-03-01,Assistant Engineer,20
1989-03-01,Engineer,103
1989-03-01,Staff,77
1989-03-01,Senior Engineer,97
1989-03-02,Staff,58
1989-03-02,Engineer,82
1989-03-02,Senior Staff,62
1989-03-02,Senior Engineer,75
1989-03-02,Technique Leader,10
1989-03-02,Assistant Engineer,28
1989-03-03,Staff,98
1989-03-03,Senior Engineer,82
1989-03-03,Assistant Engineer,10
1989-03-03,Senior Staff,102
1989-03-03,Engineer,88
1989-03-03,Technique Leader,4
1989-03-04,Engineer,92
1989-03-04,Assistant Engineer,17
1989-03-04,Technique Leader,6
1989-03-04,Senior Staff,71
1989-03-04,Senior Engineer,95
1989-03-04,Staff,71
1989-03-05,Senior Staff,71
1989-03-05,Assistant Engineer,8
1989-03-05,Technique Leader,2
1989-03-05,Senior Engineer,90
1989-03-05,Staff,65
1989-03-05,Engineer,92
1989-03-06,Engineer,130
1989-03-06,Senior Engineer,126
1989-03-06,Staff,32
1989-03-06,Assistant Engineer,16
1989-03-06,Senior Staff,36
1989-03-06,Technique Leader,6
1989-03-07,Assistant Engineer,10
1989-03-07,Senior Staff,103
1989-03-07,Technique Leader,8
1989-03-07,Senior Engineer,113
1989-03-07,Engineer,118
1989-03-07,Staff,97
1989-03-08,Staff,82
1989-03-08,Senior Engineer,133
1989-03-08,Engineer,130
1989-03-08,Senior Staff,82
1989-03-08,Technique Leader,4
1989-03-08,Assistant Engineer,17
1989-03-09,Staff,70
1989-03-09,Senior Engineer,78
1989-03-09,Senior Staff,78
1989-03-09,Assistant Engineer,5
1989-03-09,Engineer,75
1989-03-09,Technique Leader,10
1989-03-10,Senior Staff,96
1989-03-10,Technique Leader,7
1989-03-10,Engineer,75
1989-03-10,Staff,84
1989-03-10,Senior Engineer,70
1989-03-10,Assistant Engineer,15
1989-03-11,Senior Engineer,101
1989-03-11,Assistant Engineer,12
1989-03-11,Technique Leader,2
1989-03-11,Senior Staff,101
1989-03-11,Staff,87
1989-03-11,Engineer,109
1989-03-12,Senior Engineer,45
1989-03-12,Engineer,45
1989-03-12,Senior Staff,103
1989-03-12,Technique Leader,6
1989-03-12,Assistant Engineer,10
1989-03-12,Staff,83
1989-03-13,Assistant Engineer,32
1989-03-13,Engineer,102
1989-03-13,Senior Staff,89
1989-03-13,Technique Leader,10
1989-03-13,Staff,85
1989-03-13,Senior Engineer,90
1989-03-14,Engineer,87
1989-03-14,Technique Leader,6
1989-03-14,Senior Staff,77
1989-03-14,Staff,75
1989-03-14,Assistant Engineer,12
1989-03-14,Senior Engineer,97
1989-03-15,Staff,49
1989-03-15,Senior Engineer,102
1989-03-15,Technique Leader,6
1989-03-15,Senior Staff,49
1989-03-15,Engineer,98
1989-03-15,Assistant Engineer,6
1989-03-16,Senior Engineer,102
1989-03-16,Staff,44
1989-03-16,Assistant Engineer,16
1989-03-16,Technique Leader,4
1989-03-16,Engineer,102
1989-03-16,Senior Staff,60
1989-03-17,Technique Leader,9
1989-03-17,Senior Engineer,115
1989-03-17,Assistant Engineer,14
1989-03-17,Senior Staff,84
1989-03-17,Staff,84
1989-03-17,Engineer,115
1989-03-18,Technique Leader,2
1989-03-18,Senior Engineer,57
1989-03-18,Staff,70
1989-03-18,Senior Staff,90
1989-03-18,Engineer,57
1989-03-18,Assistant Engineer,8
1989-03-19,Technique Leader,4
1989-03-19,Senior Staff,61
1989-03-19,Assistant Engineer,8
1989-03-19,Engineer,83
1989-03-19,Senior Engineer,81
1989-03-19,Staff,54
1989-03-20,Senior Staff,87
1989-03-20,Staff,87
1989-03-20,Assistant Engineer,13
1989-03-20,Technique Leader,4
1989-03-20,Engineer,50
1989-03-20,Senior Engineer,46
1989-03-21,Senior Staff,103
1989-03-21,Assistant Engineer,22
1989-03-21,Staff,93
1989-03-21,Senior Engineer,99
1989-03-21,Technique Leader,3
1989-03-21,Engineer,103
1989-03-22,Staff,54
1989-03-22,Senior Staff,63
1989-03-22,Engineer,89
1989-03-22,Technique Leader,6
1989-03-22,Senior Engineer,92
1989-03-22,Assistant Engineer,14
1989-03-23,Senior Staff,104
1989-03-23,Staff,105
1989-03-23,Assistant Engineer,26
1989-03-23,Engineer,92
1989-03-23,Senior Engineer,84
1989-03-23,Technique Leader,7
1989-03-24,Staff,78
1989-03-24,Technique Leader,8
1989-03-24,Senior Engineer,105
1989-03-24,Senior Staff,78
1989-03-24,Assistant Engineer,6
1989-03-24,Engineer,100
1989-03-25,Assistant Engineer,25
1989-03-25,Engineer,105
1989-03-25,Technique Leader,2
1989-03-25,Senior Staff,86
1989-03-25,Staff,77
1989-03-25,Senior Engineer,98
1989-03-26,Senior Staff,89
1989-03-26,Staff,85
1989-03-26,Assistant Engineer,22
1989-03-26,Senior Engineer,85
1989-03-26,Technique Leader,4
1989-03-26,Engineer,97
1989-03-27,Staff,73
1989-03-27,Engineer,58
1989-03-27,Senior Staff,87
1989-03-27,Technique Leader,10
1989-03-27,Senior Engineer,70
1989-03-28,Staff,88
1989-03-28,Senior Engineer,75
1989-03-28,Senior Staff,97
1989-03-28,Engineer,73
1989-03-28,Assistant Engineer,14
1989-03-28,Technique Leader,2
1989-03-29,Senior Staff,115
1989-03-29,Senior Engineer,69
1989-03-29,Assistant Engineer,10
1989-03-29,Engineer,61
1989-03-29,Technique Leader,2
1989-03-29,Staff,107
1989-03-30,Technique Leader,8
1989-03-30,Assistant Engineer,26
1989-03-30,Senior Staff,69
1989-03-30,Staff,61
1989-03-30,Senior Engineer,112
1989-03-30,Engineer,110
1989-03-31,Technique Leader,10
1989-03-31,Assistant Engineer,2
1989-03-31,Senior Staff,54
1989-03-31,Senior Engineer,63
1989-03-31,Engineer,62
1989-03-31,Staff,40
1989-04-01,Technique Leader,4
1989-04-01,Senior Engineer,73
1989-04-01,Engineer,68
1989-04-01,Assistant Engineer,9
1989-04-01,Senior Staff,106
1989-04-01,Staff,98
1989-04-02,Senior Engineer,46
1989-04-02,Engineer,51
1989-04-02,Senior Staff,71
1989-04-02,Staff,57
1989-04-02,Assistant Engineer,23
1989-04-03,Engineer,120
1989-04-03,Technique Leader,8
1989-04-03,Senior Engineer,110
1989-04-03,Staff,64
1989-04-03,Assistant Engineer,12
1989-04-03,Senior Staff,68
1989-04-04,Technique Leader,6
1989-04-04,Senior Staff,99
1989-04-04,Assistant Engineer,14
1989-04-04,Staff,89
1989-04-04,Senior Engineer,89
1989-04-04,Engineer,87
1989-04-05,Senior Staff,87
1989-04-05,Engineer,62
1989-04-05,Staff,89
1989-04-05,Assistant Engineer,15
1989-04-05,Senior Engineer,66
1989-04-06,Senior Staff,81
1989-04-06,Engineer,88
1989-04-06,Technique Leader,2
1989-04-06,Assistant Engineer,10
1989-04-06,Senior Engineer,90
1989-04-06,Staff,55
1989-04-07,Technique Leader,6
1989-04-07,Engineer,101
1989-04-07,Staff,86
1989-04-07,Senior Staff,95
1989-04-07,Senior Engineer,103
1989-04-07,Assistant Engineer,12
1989-04-08,Engineer,96
1989-04-08,Senior Engineer,110
1989-04-08,Technique Leader,2
1989-04-08,Staff,91
1989-04-08,Assistant Engineer,8
1989-04-08,Senior Staff,104
1989-04-09,Assistant Engineer,6
1989-04-09,Staff,50
1989-04-09,Engineer,76
1989-04-09,Senior Staff,57
1989-04-09,Senior Engineer,97
1989-04-09,Technique Leader,8
1989-04-10,Assistant Engineer,4
1989-04-10,Senior Engineer,61
1989-04-10,Engineer,57
1989-04-10,Technique Leader,4
1989-04-10,Staff,90
1989-04-10,Senior Staff,90
1989-04-11,Assistant Engineer,20
1989-04-11,Engineer,107
1989-04-11,Senior Engineer,99
1989-04-11,Staff,84
1989-04-11,Technique Leader,4
1989-04-11,Senior Staff,88
1989-04-12,Senior Engineer,70
1989-04-12,Staff,62
1989-04-12,Senior Staff,63
1989-04-12,Assistant Engineer,8
1989-04-12,Technique Leader,14
1989-04-12,Engineer,78
1989-04-13,Staff,107
1989-04-13,Senior Engineer,68
1989-04-13,Assistant Engineer,6
1989-04-13,Engineer,54
1989-04-13,Senior Staff,117
1989-04-13,Technique Leader,6
1989-04-14,Assistant Engineer,4
1989-04-14,Senior Staff,103
1989-04-14,Senior Engineer,96
1989-04-14,Staff,101
1989-04-14,Engineer,98
1989-04-14,Technique Leader,11
1989-04-15,Assistant Engineer,12
1989-04-15,Staff,69
1989-04-15,Senior Staff,73
1989-04-15,Senior Engineer,79
1989-04-15,Technique Leader,8
1989-04-15,Engineer,81
1989-04-16,Technique Leader,10
1989-04-16,Assistant Engineer,16
1989-04-16,Senior Engineer,88
1989-04-16,Staff,100
1989-04-16,Senior Staff,113
1989-04-16,Engineer,88
1989-04-17,Engineer,105
1989-04-17,Staff,44
1989-04-17,Senior Engineer,108
1989-04-17,Technique Leader,4
1989-04-17,Assistant Engineer,16
1989-04-17,Senior Staff,48
1989-04-18,Technique Leader,8
1989-04-18,Senior Staff,58
1989-04-18,Senior Engineer,98
1989-04-18,Engineer,114
1989-04-18,Assistant Engineer,18
1989-04-18,Staff,42
1989-04-19,Staff,86
1989-04-19,Technique Leader,4
1989-04-19,Engineer,95
1989-04-19,Assistant Engineer,17
1989-04-19,Senior Staff,88
1989-04-19,Senior Engineer,92
1989-04-20,Senior Staff,79
1989-04-20,Senior Engineer,126
1989-04-20,Engineer,122
1989-04-20,Technique Leader,9
1989-04-20,Assistant Engineer,4
1989-04-20,Staff,63
1989-04-21,Senior Staff,92
1989-04-21,Engineer,89
1989-04-21,Senior Engineer,95
1989-04-21,Staff,86
1989-04-21,Assistant Engineer,8
1989-04-21,Technique Leader,2
1989-04-22,Engineer,79
1989-04-22,Technique Leader,2
1989-04-22,Staff,73
1989-04-22,Senior Staff,77
1989-04-22,Senior Engineer,79
1989-04-22,Assistant Engineer,20
1989-04-23,Staff,59
1989-04-23,Senior Staff,70
1989-04-23,Engineer,89
1989-04-23,Senior Engineer,96
1989-04-23,Technique Leader,6
1989-04-24,Senior Staff,85
1989-04-24,Staff,89
1989-04-24,Senior Engineer,88
1989-04-24,Technique Leader,5
1989-04-24,Engineer,74
1989-04-24,Assistant Engineer,6
1989-04-25,Assistant Engineer,17
1989-04-25,Engineer,86
1989-04-25,Technique Leader,4
1989-04-25,Senior Staff,87
1989-04-25,Senior Engineer,86
1989-04-25,Staff,75
1989-04-26,Engineer,79
1989-04-26,Staff,62
1989-04-26,Assistant Engineer,20
1989-04-26,Technique Leader,9
1989-04-26,Senior Staff,64
1989-04-26,Senior Engineer,75
1989-04-27,Senior Staff,87
1989-04-27,Engineer,92
1989-04-27,Senior Engineer,88
1989-04-27,Assistant Engineer,24
1989-04-27,Technique Leader,14
1989-04-27,Staff,77
1989-04-28,Assistant Engineer,2
1989-04-28,Senior Engineer,80
1989-04-28,Technique Leader,7
1989-04-28,Senior Staff,90
1989-04-28,Engineer,62
1989-04-28,Staff,89
1989-04-29,Technique Leader,2
1989-04-29,Senior Staff,99
1989-04-29,Assistant Engineer,12
1989-04-29,Engineer,71
1989-04-29,Senior Engineer,78
1989-04-29,Staff,91
1989-04-30,Engineer,70
1989-04-30,Staff,56
1989-04-30,Assistant Engineer,6
1989-04-30,Senior Staff,58
1989-04-30,Senior Engineer,76
1989-05-01,Technique Leader,2
1989-05-01,Staff,68
1989-05-01,Senior Staff,72
1989-05-01,Engineer,83
1989-05-01,Senior Engineer,82
1989-05-01,Assistant Engineer,17
1989-05-02,Technique Leader,8
1989-05-02,Senior Staff,74
1989-05-02,Assistant Engineer,13
1989-05-02,Staff,72
1989-05-02,Engineer,102
1989-05-02,Senior Engineer,100
1989-05-03,Staff,63
1989-05-03,Technique Leader,5
1989-05-03,Assistant Engineer,4
1989-05-03,Senior Engineer,109
1989-05-03,Senior Staff,70
1989-05-03,Engineer,99
1989-05-04,Senior Engineer,84
1989-05-04,Senior Staff,80
1989-05-04,Technique Leader,2
1989-05-04,Assistant Engineer,20
1989-05-04,Staff,76
1989-05-04,Engineer,86
1989-05-05,Senior Engineer,68
1989-05-05,Assistant Engineer,8
1989-05-05,Technique Leader,4
1989-05-05,Engineer,70
1989-05-05,Senior Staff,88
1989-05-05,Staff,87
1989-05-06,Senior Engineer,74
1989-05-06,Assistant Engineer,14
1989-05-06,Staff,83
1989-05-06,Engineer,88
1989-05-06,Technique Leader,2
1989-05-06,Senior Staff,93
1989-05-07,Senior Engineer,94
1989-05-07,Technique Leader,2
1989-05-07,Engineer,85
1989-05-07,Senior Staff,68
1989-05-07,Staff,66
1989-05-07,Assistant Engineer,11
1989-05-08,Senior Engineer,114
1989-05-08,Technique Leader,8
1989-05-08,Engineer,98
1989-05-08,Staff,120
1989-05-08,Senior Staff,120
1989-05-08,Assistant Engineer,6
1989-05-09,Senior Engineer,84
1989-05-09,Senior Staff,95
1989-05-09,Staff,89
1989-05-09,Technique Leader,8
1989-05-09,Engineer,80
1989-05-10,Senior Engineer,101
1989-05-10,Senior Staff,85
1989-05-10,Engineer,104
1989-05-10,Assistant Engineer,18
1989-05-10,Staff,77
1989-05-10,Technique Leader,11
1989-05-11,Engineer,94
1989-05-11,Senior Engineer,98
1989-05-11,Staff,77
1989-05-11,Assistant Engineer,4
1989-05-11,Technique Leader,6
1989-05-11,Senior Staff,77
1989-05-12,Senior Engineer,77
1989-05-12,Staff,76
1989-05-12,Technique Leader,10
1989-05-12,Assistant Engineer,16
1989-05-12,Engineer,73
1989-05-12,Senior Staff,78
1989-05-13,Senior Staff,90
1989-05-13,Engineer,115
1989-05-13,Staff,84
1989-05-13,Technique Leader,10
1989-05-13,Assistant Engineer,18
1989-05-13,Senior Engineer,117
1989-05-14,Staff,86
1989-05-14,Senior Staff,90
1989-05-14,Assistant Engineer,6
1989-05-14,Senior Engineer,77
1989-05-14,Technique Leader,8
1989-05-14,Engineer,81
1989-05-15,Senior Staff,83
1989-05-15,Engineer,46
1989-05-15,Staff,77
1989-05-15,Assistant Engineer,4
